-0.04987836	-0.0052301288	-0.020516802	-0.008735348	0.04364189	0.04749311	-0.0019721277	-0.04601095	-0.017061807	-0.020882893	0.03682338	-0.035153676	0.008165181	-0.02642318	0.03230146	0.040060703
-0.2797514	0.07091966	-0.45128533	0.15826297	-0.4481035	-0.40397832	0.20055375	-0.2589575	0.3140284	0.4163385	-0.11676016	-0.036597785	0.37131608	-0.37222373	-0.3206267	-0.347624
-0.44798988	0.19179447	-0.19761316	0.077015854	0.029779827	0.047364246	-0.24044645	-0.12301152	-0.044003747	-0.006820313	0.20798577	0.10646381	-0.11123822	0.0838142	0.07991873	-0.0056459894
-0.19162364	-0.09978971	-0.5305211	0.31517023	-0.09535917	-0.034405854	-0.047552843	0.1156628	-0.09661417	0.10305573	0.25534147	0.23133408	-0.09974702	-0.041489433	0.18219796	-0.23798938
0.0855351	0.005487118	-0.29389358	0.06449261	-0.1737108	-0.16082929	-0.16907242	0.19041799	0.35702288	0.10152519	0.21962637	-0.14501274	-0.03150726	-0.008268152	-0.007429307	-0.13389914
-0.7307407	0.0141012175	-0.2480729	0.25300136	0.56345457	0.39903554	-0.453063	-0.2501274	-0.3795851	-0.28387985	0.22020091	0.43203804	-0.38845333	0.38586637	0.39093167	0.04925639
-0.18302245	0.0822974	-0.27692574	0.14686738	-0.076659165	-0.12721579	-0.068771705	-0.092591114	-0.06309316	0.10221446	0.14200467	0.1535883	0.03689817	-0.056223217	0.056207452	-0.09776859
-0.16800773	0.28569934	-0.09178728	-0.10790095	-0.22119974	-0.2492851	-0.08972339	-0.11006392	0.15603682	0.29308653	0.11794729	-0.018035753	0.12385095	-0.17492095	-0.10579405	0.029584197
-0.09434717	0.3239472	-0.0064939084	-0.017683554	0.45938614	0.35358894	-0.5605464	0.18543644	0.06977352	-0.3365745	0.39740175	0.011408466	-0.3891428	0.41623586	0.3824848	0.29906908
-0.44189057	0.056757264	-0.34211418	0.1400333	0.02735746	0.006215177	-0.03636559	-0.2807873	-0.24366258	0.10209475	0.019690057	0.27167448	-0.13943072	-0.041407596	0.07834336	-0.16507138
-0.33608508	0.2682955	-0.14160976	-0.035352636	-0.3085309	-0.2304606	0.19982634	-0.35907087	-0.22398283	0.2942031	-0.18119444	0.3095526	0.009679101	-0.20303598	-0.15176949	-0.0881682
0.081708275	0.6388091	0.18403766	-0.46519226	-0.040710367	-0.10992318	-0.39194337	0.07233424	0.41121912	0.12861241	0.23956175	-0.40448296	-0.019790273	0.025097126	-0.059001226	0.3412199
0.44729587	0.074905224	-0.16846398	0.0037228914	-0.121916555	-0.053909782	-0.28805214	0.40281025	0.515069	-0.063906625	0.40780368	-0.34241146	-0.14174032	0.105833724	0.18715008	-0.0042188293
-0.1615277	-0.13201644	-0.4162107	0.17883302	-0.12588097	-0.14568713	0.09814928	-0.035078473	0.05752687	0.15772629	0.12402072	0.10337885	0.07114629	-0.07467492	-0.0124684675	-0.24019356
0.23965628	-0.40007988	-0.5634669	0.27724987	-0.43890423	-0.39754546	0.40159553	0.222385	0.37950066	0.270775	0.078321375	-0.1401264	0.33764237	-0.22279316	-0.19225465	-0.5379953
0.034406807	0.08030196	-0.2302485	-0.041326564	-0.43820357	-0.46922147	0.14189282	-0.09323234	0.4763279	0.4140284	-0.028871598	-0.2476109	0.32343268	-0.35411397	-0.29658383	-0.2263153
0.3413335	0.041404963	-0.2678691	-0.04848089	-0.29848704	-0.33467865	-0.081362166	0.24284585	0.65253216	0.20878512	0.21643914	-0.4899178	0.28278247	-0.11412396	-0.12381546	-0.16003044
-0.09595329	-0.35049105	-0.5789771	0.43455774	-0.1287282	-0.15124853	0.16790502	0.16719763	0.07092491	0.079499535	0.23101854	0.109027736	0.07960377	0.0050521903	0.12440382	-0.40463895
